,page,country,rev_id,quality,population,region
45924,Chun Doo-hwan,South Korean,806846283,C,,
45938,Bohuslav Svoboda,Czech Republic,806850638,Stub,,
45945,Roh Moo-hyun,South Korean,806852494,B,,
45988,Ana Julia García,Hondura,806875293,Stub,,
45992,Miroslava Němcová,Czech Republic,806876791,Stub,,
46029,Zbyněk Stanjura,Czech Republic,806900987,Stub,,
46035,Qaboos bin Said al Said,Omani,806904421,C,,
46042,Katrin Kallsberg,Faroese,806909915,Start,,
46088,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,
46089,Francisco Ferrera,Hondura,806948506,Stub,,
46103,Vanda Pignato,Salvadoran,806958982,B,,
46113,Guillaume Soro,Ivorian,806973935,C,,
46133,Drahomíra Miklošová,Czech Republic,806988445,Stub,,
46136,Václav Klaus Jr.,Czech Republic,806991412,C,,
46199,Lee Jung-hee,South Korean,807021657,Start,,
46206,Song Yo-chan,South Korean,807029190,Stub,,
46233,Kitack Lim,South Korean,807057020,Start,,
46236,Dominik Feri,Czech Republic,807058182,Start,,
46243,Park Geun-hye,South Korean,807060237,B,,
46288,Koce Trajanovski,Macedonia,807092813,Start,,
46295,Garfield Todd,Rhodesian,807097467,C,,
46306,Alexandra Udženija,Czech Republic,807102237,Stub,,
46333,Do Jong-hwan,South Korean,807122658,C,,
46374,Assassination of Park Chung-hee,South Korean,807142261,C,,
46410,Laurent Gbagbo,Ivorian,807159456,C,,
46412,Douglas Hamilton Ritchie,Rhodesian,807159903,C,,
46414,Godfrey Huggins,Rhodesian,807160082,C,,
46451,Maphevu Dlamini,Swaziland,807175486,Stub,,
46456,José María Lemus,Salvadoran,807175924,Stub,,
46461,William Sio,Samoan,807177019,C,,
46474,Idris Gaibov,Chechen,807180397,Stub,,
46501,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,
46514,Guy Joseph,Saint Lucian,807198874,Stub,,
46541,Salvador Sánchez Cerén,Salvadoran,807210786,C,,
46603,Jason Sendwe,"Congo, Dem. Rep. of",807243537,C,,
46639,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,
46660,Piet Joubert,South African Republic,807269619,C,,
46671,Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,
46684,George Hackwill,Rhodesian,807283218,C,,
46701,George Grey,Cape Colony,807290539,FA,,
46709,Patrick Achi,Ivorian,807296683,Stub,,
46710,H. C .W. Tórgarð,Faroese,807297374,Start,,
46765,Peregrine Maitland,Cape Colony,807330872,C,,
46772,Ivan Pilný,Czech Republic,807333095,Stub,,
46778,Marta Semelová,Czech Republic,807334610,Stub,,
46780,Daniel Herman,Czech Republic,807334657,Start,,
46819,Jan Hamáček,Czech Republic,807353609,Stub,,
46824,Ruslan Alikhadzhiyev,Chechen,807354708,Start,,
46840,Michal Horáček,Czech Republic,807358143,C,,
46890,Václav Klaus,Czech Republic,807382193,C,,
46907,Template:Leaders of South Korean political parties,South Korean,807389258,Stub,,
46922,Martin Kuba,Czech Republic,807394304,Stub,,
46924,Martin Říman,Czech Republic,807394725,Stub,,
46939,Kateřina Valachová,Czech Republic,807399097,Stub,,
46946,Thomas Francis Wade,Cape Colony,807401513,C,,
46956,Geum Min,South Korean,807404528,Stub,,
46989,Vladimír Tošovský,Czech Republic,807415625,Stub,,
46990,Pavel Svoboda,Czech Republic,807416099,Start,,
47002,Petr Fiala,Czech Republic,807420515,Start,,
47008,Nam Duck-woo,South Korean,807423123,Stub,,
47017,Henry Everard,Rhodesian,807425613,Start,,
47019,John Wrathall,Rhodesian,807425747,C,,
47076,Juan Ángel Arias Boquín,Hondura,807445333,Start,,
47078,Francisco Zelaya y Ayes,Hondura,807445395,Stub,,
47092,Haitham bin Tariq Al Said,Omani,807451487,Stub,,
47096,Ruslan Yamadayev,Chechen,807454176,B,,
47135,Vladimír Špidla,Czech Republic,807462107,C,,
